operationc,operationb,operationa,correctresponse,valuey,operationd,condition,valuex,Rule,Operatora,Length,Intermediate,CorrectResponse,Result,Y,X,Operatorc,Operatorb,Operatord,Structure,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,practice_encoding.keys,practice_encoding.rt,practice_execution.keys,practice_execution.corr,practice_execution.rt,encoding.keys,encoding.rt,execution.keys,execution.corr,execution.rt,date,frameRate,expName,session,participant,
0,decrease,TIMES,8,3,0,2,3,,,,,,,,,,,,,0,0,0,1,,,,,['space'],[11.239467273451737],8,1,10.9453117481,,,,,,2017_Apr_14_1720,None,KRITL,001,31038,
increase,DIVIDE,double,9,8,triple,4,8,,,,,,,,,,,,,0,1,1,5,,,,,['space'],[5.591324925611843],9,1,10.9851664998,,,,,,2017_Apr_14_1720,None,KRITL,001,31038,
0,ADD,half,7,5,0,2,4,,,,,,,,,,,,,0,2,2,2,,,,,['space'],[3.2219012679561274],7,1,2.08602387233,,,,,,2017_Apr_14_1720,None,KRITL,001,31038,
increase,DIVIDE,triple,3,3,0,3,2,,,,,,,,,,,,,0,3,3,4,,,,,['space'],[3.3059426040999824],4,0,4.40601151166,,,,,,2017_Apr_14_1720,None,KRITL,001,31038,
0,ADD,decrease,7,5,0,2,3,,,,,,,,,,,,,0,4,4,0,,,,,['space'],[2.310481264590635],7,1,2.35951832596,,,,,,2017_Apr_14_1720,None,KRITL,001,31038,
ADD,triple ,half,8,2,0,3,4,,,,,,,,,,,,,0,5,5,3,,,,,['space'],[3.315507772480487],8,1,5.39908540864,,,,,,2017_Apr_14_1720,None,KRITL,001,31038,
,,,,,,,,"('THIRD', 'INCREASE', 'SUBTRACT', 'HALF', 'x', 'y')",increase,4,"(4, 2, 3, 1)",1,1,2,8,SUBTRACT,third,half,UUBUxy,,,,,0,0,0,15,,,,,,space,6.03916392617,9,0,4.13645308354,2017_Apr_14_1720,None,KRITL,001,31038,
,,,,,,,,"('TIMES', 'THIRD', 'x', 'y')",third,2,"(1, 4)",4,4,4,3,0,TIMES,0,BUxy,,,,,0,1,1,1,,,,,,space,1.52708795357,4,1,4.35339818599,2017_Apr_14_1720,None,KRITL,001,31038,
,,,,,,,,"('SUBTRACT', 'DOUBLE', 'DECREASE', 'x', 'y')",double,3,"(8, 16, 7)",7,7,9,9,decrease,SUBTRACT,0,BUUxy,,,,,0,2,2,5,,,,,,space,3.09417834287,7,1,4.968001901,2017_Apr_14_1720,None,KRITL,001,31038,
,,,,,,,,"('INCREASE', 'TRIPLE', 'HALF', 'ADD', 'x', 'y')",triple,4,"(4, 2, 6, 7)",7,7,2,2,half,increase,ADD,UUUBxy,,,,,0,3,3,17,,,,,,space,4.02112722142,7,1,3.95625611777,2017_Apr_14_1720,None,KRITL,001,31038,
