operationc,operationb,operationa,correctresponse,valuey,operationd,condition,valuex,Rule,Operatora,Length,Intermediate,CorrectResponse,Result,Y,X,Operatorc,Operatorb,Operatord,Structure,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,practice_encoding.keys,practice_encoding.rt,practice_execution.keys,practice_execution.corr,practice_execution.rt,encoding.keys,encoding.rt,execution.keys,execution.corr,execution.rt,date,frameRate,expName,session,participant,
0,decrease,TIMES,8,3,0,2,3,,,,,,,,,,,,,0,0,0,1,,,,,['space'],[2.8665561247617006],8,1,4.31646252726,,,,,,2017_May_26_0911,60.0050608891,KRITL,002,31054,
ADD,triple ,half,8,2,0,3,4,,,,,,,,,,,,,0,1,1,3,,,,,['space'],[3.8831321452744305],8,1,9.38271166408,,,,,,2017_May_26_0911,60.0050608891,KRITL,002,31054,
0,ADD,half,7,5,0,2,4,,,,,,,,,,,,,0,2,2,2,,,,,['space'],[1.8499776548705995],7,1,1.75002073543,,,,,,2017_May_26_0911,60.0050608891,KRITL,002,31054,
increase,DIVIDE,triple,3,3,0,3,2,,,,,,,,,,,,,0,3,3,4,,,,,['space'],[4.4997415519319475],3,1,4.38313022046,,,,,,2017_May_26_0911,60.0050608891,KRITL,002,31054,
increase,DIVIDE,double,9,8,triple,4,8,,,,,,,,,,,,,0,4,4,5,,,,,['space'],[10.682548475917429],9,1,4.28313865466,,,,,,2017_May_26_0911,60.0050608891,KRITL,002,31054,
0,ADD,decrease,7,5,0,2,3,,,,,,,,,,,,,0,5,5,0,,,,,['space'],[2.7665596595034003],7,1,1.60004808498,,,,,,2017_May_26_0911,60.0050608891,KRITL,002,31054,
,,,,,,,,"('DOUBLE', 'TIMES', 'x', 'y')",TIMES,2,"(4, 8)",8,8,2,2,0,double,0,UBxy,,,,,0,0,0,3,,,,,,space,3.06655500503,8,1,1.86670590937,2017_May_26_0911,60.0050608891,KRITL,002,31054,
,,,,,,,,"('DECREASE', 'TRIPLE', 'HALF', 'ADD', 'x', 'y')",triple,4,"(6, 3, 9, 8)",8,8,2,4,half,decrease,ADD,UUUBxy,,,,,0,1,1,16,,,,,,space,9.39934367849,8,1,4.63313328265,2017_May_26_0911,60.0050608891,KRITL,002,31054,
,,,,,,,,"('INCREASE', 'ADD', 'TRIPLE', 'x', 'y')",ADD,3,"(6, 8, 9)",9,9,2,2,triple,increase,0,UBUxy,,,,,0,2,2,6,,,,,,space,10.3159687286,9,1,9.13275304716,2017_May_26_0911,60.0050608891,KRITL,002,31054,
,,,,,,,,"('DOUBLE', 'ADD', 'x', 'y')",ADD,2,"(4, 8)",8,8,2,2,0,double,0,UBxy,,,,,0,3,3,2,,,,,,space,2.88324903278,8,1,5.98304146947,2017_May_26_0911,60.0050608891,KRITL,002,31054,
,,,,,,,,"('INCREASE', 'SUBTRACT', 'THIRD', 'x', 'y')",SUBTRACT,3,"(3, 1, 2)",2,2,2,9,third,increase,0,UBUxy,,,,,0,4,4,7,,,,,,space,8.93281716062,2,1,3.94974944368,2017_May_26_0911,60.0050608891,KRITL,002,31054,
,,,,,,,,"('TIMES', 'INCREASE', 'HALF', 'TRIPLE', 'x', 'y')",increase,4,"(6, 3, 4, 8)",8,8,2,2,half,TIMES,triple,BUUUxy,,,,,0,5,5,11,,,,,,space,9.53268361441,8,1,5.3164205316,2017_May_26_0911,60.0050608891,KRITL,002,31054,
,,,,,,,,"('DIVIDE', 'DOUBLE', 'INCREASE', 'THIRD', 'x', 'y')",double,4,"(2, 3, 6, 2)",2,2,3,6,increase,DIVIDE,third,BUUUxy,,,,,0,6,6,10,,,,,,space,12.3157716992,2,1,6.48302449659,2017_May_26_0911,60.0050608891,KRITL,002,31054,
,,,,,,,,"('DECREASE', 'TRIPLE', 'DIVIDE', 'x', 'y')",triple,3,"(2, 6, 5)",5,5,4,8,DIVIDE,decrease,0,UUBxy,,,,,0,7,7,8,,,,,,space,6.58292997116,5,1,4.11654133885,2017_May_26_0911,60.0050608891,KRITL,002,31054,
,,,,,,,,"('TRIPLE', 'DECREASE', 'HALF', 'SUBTRACT', 'x', 'y')",decrease,4,"(4, 2, 1, 3)",3,3,5,9,half,triple,SUBTRACT,UUUBxy,,,,,0,8,8,17,,,,,,space,15.7487930635,3,1,3.61670669657,2017_May_26_0911,60.0050608891,KRITL,002,31054,
,,,,,,,,"('INCREASE', 'DIVIDE', 'TRIPLE', 'HALF', 'x', 'y')",DIVIDE,4,"(2, 6, 2, 3)",3,3,3,4,triple,increase,half,UBUUxy,,,,,0,9,9,12,,,,,,space,4.8830583028,1,0,9.19922056119,2017_May_26_0911,60.0050608891,KRITL,002,31054,
,,,,,,,,"('TRIPLE', 'DOUBLE', 'SUBTRACT', 'DECREASE', 'x', 'y')",double,4,"(4, 1, 2, 6)",6,6,3,5,SUBTRACT,triple,decrease,UUBUxy,,,,,0,10,10,15,,,,,,space,6.63291595504,6,1,5.01642343635,2017_May_26_0911,60.0050608891,KRITL,002,31054,
,,,,,,,,"('SUBTRACT', 'INCREASE', 'x', 'y')",increase,2,"(6, 2)",2,2,4,5,0,SUBTRACT,0,BUxy,,,,,0,11,11,1,,,,,,space,2.41663922369,2,1,2.16671805293,2017_May_26_0911,60.0050608891,KRITL,002,31054,
,,,,,,,,"('TIMES', 'THIRD', 'DOUBLE', 'x', 'y')",third,3,"(6, 2, 4)",4,4,2,3,double,TIMES,0,BUUxy,,,,,0,12,12,5,,,,,,space,6.09959470737,4,1,4.84968788503,2017_May_26_0911,60.0050608891,KRITL,002,31054,
,,,,,,,,"('THIRD', 'TIMES', 'HALF', 'INCREASE', 'x', 'y')",TIMES,4,"(8, 4, 12, 4)",4,4,3,7,half,third,increase,UBUUxy,,,,,0,13,13,13,,,,,,space,12.3658486737,4,1,12.0658669767,2017_May_26_0911,60.0050608891,KRITL,002,31054,
,,,,,,,,"('ADD', 'THIRD', 'x', 'y')",third,2,"(1, 7)",7,7,6,3,0,ADD,0,BUxy,,,,,0,14,14,0,,,,,,space,1.86646373454,7,1,1.81676437054,2017_May_26_0911,60.0050608891,KRITL,002,31054,
,,,,,,,,"('THIRD', 'INCREASE', 'ADD', 'DOUBLE', 'x', 'y')",increase,4,"(16, 20, 21, 7)",7,7,4,8,ADD,third,double,UUBUxy,,,,,0,15,15,14,,,,,,space,9.58275848906,None,0,,2017_May_26_0911,60.0050608891,KRITL,002,31054,
,,,,,,,,"('THIRD', 'INCREASE', 'SUBTRACT', 'x', 'y')",increase,3,"(2, 3, 1)",1,1,6,8,SUBTRACT,third,0,UUBxy,,,,,0,16,16,9,,,,,,space,6.43299931637,1,1,3.38300423371,2017_May_26_0911,60.0050608891,KRITL,002,31054,
,,,,,,,,"('DIVIDE', 'TRIPLE', 'HALF', 'x', 'y')",triple,3,"(4, 12, 4)",4,4,3,8,half,DIVIDE,0,BUUxy,,,,,0,17,17,4,,,,,,space,4.9663993062,4,1,4.59981885902,2017_May_26_0911,60.0050608891,KRITL,002,31054,
,,,,,,,,"('TRIPLE', 'DECREASE', 'HALF', 'TIMES', 'x', 'y')",decrease,4,"(6, 3, 2, 6)",6,6,2,3,half,triple,TIMES,UUUBxy,,,,,0,0,0,17,,,,,,space,6.19964366732,6,1,7.03293576301,2017_May_26_0911,60.0050608891,KRITL,002,31054,
,,,,,,,,"('TIMES', 'DECREASE', 'HALF', 'x', 'y')",decrease,3,"(4, 3, 9)",9,9,3,8,half,TIMES,0,BUUxy,,,,,0,1,1,4,,,,,,space,3.26653113752,9,1,3.51655869698,2017_May_26_0911,60.0050608891,KRITL,002,31054,
,,,,,,,,"('THIRD', 'DECREASE', 'TIMES', 'x', 'y')",decrease,3,"(25, 24, 8)",8,8,5,5,TIMES,third,0,UUBxy,,,,,0,2,2,8,,,,,,space,4.16647062893,8,1,4.78312448086,2017_May_26_0911,60.0050608891,KRITL,002,31054,
,,,,,,,,"('TRIPLE', 'SUBTRACT', 'DOUBLE', 'DECREASE', 'x', 'y')",SUBTRACT,4,"(2, 4, 1, 3)",3,3,3,3,double,triple,decrease,UBUUxy,,,,,0,3,3,13,,,,,,space,9.36622068495,3,1,5.36360155838,2017_May_26_0911,60.0050608891,KRITL,002,31054,
