operationc,operationb,operationa,correctresponse,valuey,operationd,condition,valuex,Rule,Operatora,Length,Intermediate,CorrectResponse,Result,Y,X,Operatorc,Operatorb,Operatord,Structure,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,practice_encoding.keys,practice_encoding.rt,practice_execution.keys,practice_execution.corr,practice_execution.rt,encoding.keys,encoding.rt,execution.keys,execution.corr,execution.rt,date,frameRate,expName,session,participant,
,,,,,,,,"('DOUBLE', 'SUBTRACT', 'INCREASE', 'x', 'y')",SUBTRACT,3,"(4, 1, 2)",2,2,3,3,increase,double,0,UBUxy,,,,,0,4,4,6,,,,,,space,0.866718360179,2,1,3.39985758052,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('HALF', 'INCREASE', 'TIMES', 'x', 'y')",increase,3,"(9, 10, 5)",5,5,3,3,TIMES,half,0,UUBxy,,,,,0,5,5,9,,,,,,space,0.800056666674,5,1,2.24995508757,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('DECREASE', 'DOUBLE', 'TIMES', 'THIRD', 'x', 'y')",double,4,"(1, 3, 6, 5)",5,5,3,3,TIMES,decrease,third,UUBUxy,,,,,0,6,6,14,,,,,,space,1.44999799819,5,1,3.4498505143,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('ADD', 'DOUBLE', 'DECREASE', 'x', 'y')",double,3,"(1, 2, 7)",7,7,5,2,decrease,ADD,0,BUUxy,,,,,0,7,7,4,,,,,,space,0.633398839913,7,1,2.29995007448,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('DECREASE', 'TRIPLE', 'SUBTRACT', 'DOUBLE', 'x', 'y')",triple,4,"(6, 3, 9, 8)",8,8,3,3,SUBTRACT,decrease,double,UUBUxy,,,,,0,8,8,15,,,,,,space,1.4333384776,8,1,4.18297549954,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('ADD', 'TRIPLE', 'DOUBLE', 'DECREASE', 'x', 'y')",triple,4,"(1, 2, 6, 8)",8,8,2,2,double,ADD,decrease,BUUUxy,,,,,0,9,9,11,,,,,,space,1.88329404422,8,1,3.53318096753,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('INCREASE', 'HALF', 'THIRD', 'TIMES', 'x', 'y')",half,4,"(12, 4, 2, 3)",3,3,4,3,third,increase,TIMES,UUUBxy,,,,,0,10,10,16,,,,,,space,1.78329893753,3,1,3.08322232119,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('DOUBLE', 'THIRD', 'ADD', 'x', 'y')",third,3,"(9, 3, 6)",6,6,4,5,ADD,double,0,UUBxy,,,,,0,11,11,8,,,,,,space,1.00002874396,6,1,2.24996227355,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('INCREASE', 'ADD', 'HALF', 'x', 'y')",ADD,3,"(1, 4, 5)",5,5,3,2,half,increase,0,UBUxy,,,,,0,12,12,7,,,,,,space,0.900019607492,5,1,1.88341962796,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('THIRD', 'HALF', 'INCREASE', 'SUBTRACT', 'x', 'y')",half,4,"(5, 6, 3, 1)",1,1,2,7,increase,third,SUBTRACT,UUUBxy,,,,,0,13,13,17,,,,,,space,1.96661868022,1,1,2.98322037072,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('ADD', 'DECREASE', 'x', 'y')",decrease,2,"(2, 7)",7,7,5,3,0,ADD,0,BUxy,,,,,0,14,14,0,,,,,,space,0.900041165456,7,1,1.45002297807,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('DECREASE', 'ADD', 'THIRD', 'HALF', 'x', 'y')",ADD,4,"(3, 1, 7, 6)",6,6,6,6,third,decrease,half,UBUUxy,,,,,0,15,15,12,,,,,,space,4.08310015936,6,1,4.13312765434,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('HALF', 'ADD', 'x', 'y')",ADD,2,"(12, 6)",6,6,8,4,0,half,0,UBxy,,,,,0,16,16,3,,,,,,space,0.616599363595,6,1,1.16671702563,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('DIVIDE', 'DECREASE', 'x', 'y')",decrease,2,"(8, 2)",2,2,4,9,0,DIVIDE,0,BUxy,,,,,0,17,17,1,,,,,,space,0.50008092793,2,1,1.78333657845,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('DECREASE', 'TRIPLE', 'DIVIDE', 'x', 'y')",triple,3,"(2, 6, 5)",5,5,4,8,DIVIDE,decrease,0,UUBxy,,,,,0,0,0,8,,,,,,space,2.03324957662,5,1,2.56645655059,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('SUBTRACT', 'INCREASE', 'x', 'y')",increase,2,"(6, 2)",2,2,4,5,0,SUBTRACT,0,BUxy,,,,,0,1,1,1,,,,,,space,0.816713107546,2,1,1.31670746142,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('ADD', 'THIRD', 'x', 'y')",third,2,"(1, 7)",7,7,6,3,0,ADD,0,BUxy,,,,,0,2,2,0,,,,,,space,0.466739986572,7,1,1.3499108424,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('THIRD', 'TIMES', 'HALF', 'INCREASE', 'x', 'y')",TIMES,4,"(8, 4, 12, 4)",4,4,3,7,half,third,increase,UBUUxy,,,,,0,3,3,13,,,,,,space,1.31664552503,4,1,3.34987217492,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('THIRD', 'INCREASE', 'ADD', 'DOUBLE', 'x', 'y')",increase,4,"(16, 20, 21, 7)",7,7,4,8,ADD,third,double,UUBUxy,,,,,0,4,4,14,,,,,,space,1.49983318237,7,1,4.34976883355,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('INCREASE', 'SUBTRACT', 'THIRD', 'x', 'y')",SUBTRACT,3,"(3, 1, 2)",2,2,2,9,third,increase,0,UBUxy,,,,,0,5,5,7,,,,,,space,0.833396923641,2,1,2.08329589205,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('DIVIDE', 'DOUBLE', 'INCREASE', 'THIRD', 'x', 'y')",double,4,"(2, 3, 6, 2)",2,2,3,6,increase,DIVIDE,third,BUUUxy,,,,,0,6,6,10,,,,,,space,2.01660271706,2,1,3.96647256509,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('DECREASE', 'TRIPLE', 'HALF', 'ADD', 'x', 'y')",triple,4,"(6, 3, 9, 8)",8,8,2,4,half,decrease,ADD,UUUBxy,,,,,0,7,7,16,,,,,,space,1.89995116949,8,1,3.28321492989,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('DOUBLE', 'TIMES', 'x', 'y')",TIMES,2,"(4, 8)",8,8,2,2,0,double,0,UBxy,,,,,0,8,8,3,,,,,,space,0.983361010803,8,1,1.60000793882,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('THIRD', 'INCREASE', 'SUBTRACT', 'x', 'y')",increase,3,"(2, 3, 1)",1,1,6,8,SUBTRACT,third,0,UUBxy,,,,,0,9,9,9,,,,,,space,1.81661695216,1,1,2.46659455584,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('TIMES', 'INCREASE', 'HALF', 'TRIPLE', 'x', 'y')",increase,4,"(6, 3, 4, 8)",8,8,2,2,half,TIMES,triple,BUUUxy,,,,,0,10,10,11,,,,,,space,2.24992121075,8,1,4.16644464238,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('TRIPLE', 'DECREASE', 'HALF', 'SUBTRACT', 'x', 'y')",decrease,4,"(4, 2, 1, 3)",3,3,5,9,half,triple,SUBTRACT,UUUBxy,,,,,0,11,11,17,,,,,,space,2.31659932938,3,1,3.73316159958,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('TIMES', 'THIRD', 'DOUBLE', 'x', 'y')",third,3,"(6, 2, 4)",4,4,2,3,double,TIMES,0,BUUxy,,,,,0,12,12,5,,,,,,space,1.10001905999,4,1,2.83323369901,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('INCREASE', 'DIVIDE', 'TRIPLE', 'HALF', 'x', 'y')",DIVIDE,4,"(2, 6, 2, 3)",3,3,3,4,triple,increase,half,UBUUxy,,,,,0,13,13,12,,,,,,space,1.76663839037,3,1,3.33319657139,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('DOUBLE', 'ADD', 'x', 'y')",ADD,2,"(4, 8)",8,8,2,2,0,double,0,UBxy,,,,,0,14,14,2,,,,,,space,1.05002270431,8,1,2.03330090512,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('TRIPLE', 'DOUBLE', 'SUBTRACT', 'DECREASE', 'x', 'y')",double,4,"(4, 1, 2, 6)",6,6,3,5,SUBTRACT,triple,decrease,UUBUxy,,,,,0,15,15,15,,,,,,space,1.6333067908,6,1,2.81656733461,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('INCREASE', 'ADD', 'TRIPLE', 'x', 'y')",ADD,3,"(6, 8, 9)",9,9,2,2,triple,increase,0,UBUxy,,,,,0,16,16,6,,,,,,space,0.833376050054,8,0,3.39986271337,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('DIVIDE', 'TRIPLE', 'HALF', 'x', 'y')",triple,3,"(4, 12, 4)",4,4,3,8,half,DIVIDE,0,BUUxy,,,,,0,17,17,4,,,,,,space,0.733397368487,4,1,2.3666145055,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('HALF', 'TRIPLE', 'INCREASE', 'SUBTRACT', 'x', 'y')",triple,4,"(1, 2, 6, 3)",3,3,2,3,increase,half,SUBTRACT,UUUBxy,,,,,0,0,0,17,,,,,,space,2.11660466754,3,1,4.69975358897,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('THIRD', 'DIVIDE', 'DECREASE', 'x', 'y')",DIVIDE,3,"(6, 3, 1)",1,1,2,7,decrease,third,0,UBUxy,,,,,0,1,1,6,,,,,,space,1.24999923007,1,1,3.84981930656,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('SUBTRACT', 'TRIPLE', 'DECREASE', 'DOUBLE', 'x', 'y')",triple,4,"(4, 3, 9, 1)",1,1,8,2,decrease,SUBTRACT,double,BUUUxy,,,,,0,2,2,11,,,,,,space,1.58328271772,1,1,13.3157058713,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('DOUBLE', 'THIRD', 'TIMES', 'x', 'y')",third,3,"(12, 4, 8)",8,8,6,2,TIMES,double,0,UUBxy,,,,,0,3,3,9,,,,,,space,0.96670593867,8,1,2.51659843967,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('DOUBLE', 'DECREASE', 'ADD', 'x', 'y')",decrease,3,"(4, 3, 6)",6,6,2,2,ADD,double,0,UUBxy,,,,,0,4,4,8,,,,,,space,1.11668918846,6,1,2.21661140867,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('DOUBLE', 'DIVIDE', 'TRIPLE', 'INCREASE', 'x', 'y')",DIVIDE,4,"(5, 15, 3, 6)",6,6,5,4,triple,double,increase,UBUUxy,,,,,0,5,5,12,,,,,,space,5.06634174584,6,1,3.99981145331,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('INCREASE', 'ADD', 'HALF', 'TRIPLE', 'x', 'y')",ADD,4,"(6, 3, 6, 7)",7,7,3,2,half,increase,triple,UBUUxy,,,,,0,6,6,13,,,,,,space,1.69996985306,8,0,3.88320302167,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('SUBTRACT', 'TRIPLE', 'DECREASE', 'x', 'y')",triple,3,"(4, 12, 3)",3,3,9,5,decrease,SUBTRACT,0,BUUxy,,,,,0,7,7,4,,,,,,space,1.88325024389,3,1,2.56659205783,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('TIMES', 'DOUBLE', 'x', 'y')",double,2,"(4, 8)",8,8,2,2,0,TIMES,0,BUxy,,,,,0,8,8,1,,,,,,space,0.40007760869,8,1,3.04988993458,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('DIVIDE', 'THIRD', 'x', 'y')",third,2,"(3, 1)",1,1,3,9,0,DIVIDE,0,BUxy,,,,,0,9,9,0,,,,,,space,0.716729293141,1,1,1.40002525364,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('SUBTRACT', 'DOUBLE', 'TRIPLE', 'DECREASE', 'x', 'y')",double,4,"(2, 6, 12, 8)",8,8,4,3,triple,SUBTRACT,decrease,BUUUxy,,,,,0,10,10,10,,,,,,space,3.09984762278,8,1,5.43302434716,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('THIRD', 'DIVIDE', 'x', 'y')",DIVIDE,2,"(3, 1)",1,1,2,6,0,third,0,UBxy,,,,,0,11,11,3,,,,,,space,0.916705134528,1,1,0.91672224403,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('TIMES', 'HALF', 'INCREASE', 'x', 'y')",half,3,"(6, 3, 9)",9,9,3,5,increase,TIMES,0,BUUxy,,,,,0,12,12,5,,,,,,space,1.18335019759,9,1,3.0332163842,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('THIRD', 'TIMES', 'HALF', 'x', 'y')",TIMES,3,"(3, 18, 6)",6,6,6,6,half,third,0,UBUxy,,,,,0,13,13,7,,,,,,space,1.05003091686,6,1,3.96645990406,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('DECREASE', 'TRIPLE', 'DIVIDE', 'DOUBLE', 'x', 'y')",triple,4,"(6, 2, 6, 5)",5,5,3,3,DIVIDE,decrease,double,UUBUxy,,,,,0,14,14,14,,,,,,space,4.74971093498,7,0,6.26627481348,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('INCREASE', 'SUBTRACT', 'x', 'y')",SUBTRACT,2,"(3, 4)",4,4,3,6,0,increase,0,UBxy,,,,,0,15,15,2,,,,,,space,1.13331620101,4,1,1.81666280562,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('THIRD', 'DECREASE', 'TIMES', 'HALF', 'x', 'y')",decrease,4,"(4, 16, 15, 5)",5,5,4,8,TIMES,third,half,UUBUxy,,,,,0,16,16,15,,,,,,space,1.46666538915,5,1,3.99981008454,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('DECREASE', 'TRIPLE', 'HALF', 'SUBTRACT', 'x', 'y')",triple,4,"(4, 2, 6, 5)",5,5,2,6,half,decrease,SUBTRACT,UUUBxy,,,,,0,17,17,16,,,,,,space,2.1665948638,5,1,3.14988230374,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('DECREASE', 'THIRD', 'DOUBLE', 'ADD', 'x', 'y')",third,4,"(9, 18, 6, 5)",5,5,4,5,double,decrease,ADD,UUUBxy,,,,,0,0,0,16,,,,,,space,3.84976866245,5,1,2.81658033784,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('DOUBLE', 'DIVIDE', 'x', 'y')",DIVIDE,2,"(1, 2)",2,2,8,8,0,dpuble,0,UBxy,,,,,0,1,1,2,,,,,,space,1.51665011038,2,1,2.44993400865,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('INCREASE', 'DIVIDE', 'x', 'y')",DIVIDE,2,"(4, 5)",5,5,2,8,0,increase,0,UBxy,,,,,0,2,2,3,,,,,,space,0.416745341849,5,1,1.0333669478,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('TRIPLE', 'INCREASE', 'DIVIDE', 'DOUBLE', 'x', 'y')",increase,4,"(16, 2, 3, 9)",9,9,8,8,DIVIDE,triple,double,UUBUxy,,,,,0,3,3,15,,,,,,space,1.79996803946,3,0,4.18312435219,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('TIMES', 'HALF', 'INCREASE', 'THIRD', 'x', 'y')",half,4,"(1, 2, 1, 9)",9,9,9,3,increase,TIMES,third,BUUUxy,,,,,0,4,4,11,,,,,,space,1.43331657743,9,1,4.46642825149,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('ADD', 'HALF', 'x', 'y')",half,2,"(2, 7)",7,7,5,4,0,ADD,0,BUxy,,,,,0,5,5,0,,,,,,space,0.500067582529,7,1,1.30003288446,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('INCREASE', 'DIVIDE', 'TRIPLE', 'x', 'y')",DIVIDE,3,"(6, 2, 3)",3,3,3,2,triple,increase,0,UBUxy,,,,,0,6,6,7,,,,,,space,1.08336467223,3,1,2.71658899523,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('DIVIDE', 'DOUBLE', 'INCREASE', 'TRIPLE', 'x', 'y')",double,4,"(9, 10, 20, 5)",5,5,4,3,increase,DIVIDE,triple,BUUUxy,,,,,0,7,7,10,,,,,,space,1.61665582495,5,1,3.31653328671,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('DIVIDE', 'TRIPLE', 'DECREASE', 'x', 'y')",triple,3,"(6, 18, 9)",9,9,2,7,decrease,DIVIDE,0,BUUxy,,,,,0,8,8,4,,,,,,space,0.716737847892,9,1,2.84988808676,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('INCREASE', 'TIMES', 'TRIPLE', 'HALF', 'x', 'y')",TIMES,4,"(1, 3, 6, 7)",7,7,2,2,triple,increase,half,UBUUxy,,,,,0,9,9,13,,,,,,space,1.94994684077,7,1,2.98321865976,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('TRIPLE', 'HALF', 'ADD', 'x', 'y')",half,3,"(6, 3, 9)",9,9,3,3,ADD,triple,0,UUBxy,,,,,0,10,10,8,,,,,,space,0.766719147214,9,1,2.24996090478,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('THIRD', 'INCREASE', 'HALF', 'TIMES', 'x', 'y')",increase,4,"(28, 14, 15, 5)",5,5,4,7,half,third,TIMES,UUUBxy,,,,,0,11,11,17,,,,,,space,1.73330360842,5,1,4.26646130704,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('SUBTRACT', 'INCREASE', 'HALF', 'x', 'y')",increase,3,"(4, 5, 3)",3,3,2,8,half,SUBTRACT,0,BUUxy,,,,,0,12,12,5,,,,,,space,0.900045956121,4,0,2.13329703838,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('HALF', 'TIMES', 'DECREASE', 'x', 'y')",TIMES,3,"(8, 16, 8)",8,8,2,9,decrease,half,0,UBUxy,,,,,0,13,13,6,,,,,,space,0.733399421631,8,1,4.81641848196,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('SUBTRACT', 'TRIPLE', 'x', 'y')",triple,2,"(12, 9)",9,9,3,4,0,SUBTRACT,0,BUxy,,,,,0,14,14,1,,,,,,space,0.650038855674,9,1,1.71653184951,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('TRIPLE', 'DOUBLE', 'SUBTRACT', 'INCREASE', 'x', 'y')",double,4,"(5, 1, 2, 6)",6,6,4,4,SUBTRACT,triple,increase,UUBUxy,,,,,0,15,15,14,,,,,,space,2.03327147679,6,1,2.86656642781,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('TRIPLE', 'INCREASE', 'SUBTRACT', 'x', 'y')",increase,3,"(1, 2, 6)",6,6,2,3,SUBTRACT,triple,0,UUBxy,,,,,0,16,16,9,,,,,,space,0.8667135695,6,1,1.83331445584,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('HALF', 'SUBTRACT', 'DECREASE', 'TRIPLE', 'x', 'y')",SUBTRACT,4,"(15, 14, 10, 5)",5,5,4,5,decrease,half,triple,UBUUxy,,,,,0,17,17,12,,,,,,space,1.516649426,5,1,3.46650866614,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('INCREASE', 'DIVIDE', 'HALF', 'x', 'y')",DIVIDE,3,"(2, 1, 2)",2,2,2,4,half,increase,0,UBUxy,,,,,0,0,0,7,,,,,,space,1.34984274658,2,1,2.69990928544,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('SUBTRACT', 'DOUBLE', 'DECREASE', 'x', 'y')",double,3,"(8, 16, 7)",7,7,9,9,decrease,SUBTRACT,0,BUUxy,,,,,0,1,1,5,,,,,,space,1.59997474638,7,1,6.43292476986,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('TIMES', 'THIRD', 'x', 'y')",third,2,"(1, 4)",4,4,4,3,0,TIMES,0,BUxy,,,,,0,2,2,1,,,,,,space,0.766711961216,4,1,2.84990245874,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('TRIPLE', 'SUBTRACT', 'INCREASE', 'HALF', 'x', 'y')",SUBTRACT,4,"(3, 4, 1, 3)",3,3,3,6,increase,triple,half,UBUUxy,,,,,0,3,3,13,,,,,,space,1.69996266706,3,1,5.79963714171,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('DECREASE', 'HALF', 'DIVIDE', 'x', 'y')",half,3,"(4, 2, 1)",1,1,2,8,DIVIDE,decrease,0,UUBxy,,,,,0,4,4,8,,,,,,space,3.94979969908,1,1,4.09950851249,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('INCREASE', 'TRIPLE', 'HALF', 'ADD', 'x', 'y')",triple,4,"(4, 2, 6, 7)",7,7,2,2,half,increase,ADD,UUUBxy,,,,,0,5,5,17,,,,,,space,1.53332502952,7,1,5.49952350042,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('DIVIDE', 'DECREASE', 'THIRD', 'DOUBLE', 'x', 'y')",decrease,4,"(12, 4, 3, 1)",1,1,3,6,third,DIVIDE,double,BUUUxy,,,,,0,6,6,10,,,,,,space,2.79988830918,1,1,4.11644212728,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('DECREASE', 'DIVIDE', 'TRIPLE', 'DOUBLE', 'x', 'y')",DIVIDE,4,"(6, 18, 2, 1)",1,1,9,3,triple,decrease,double,UBUUxy,,,,,0,7,7,12,,,,,,space,1.31665442197,1,1,4.91637218365,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('ADD', 'DECREASE', 'HALF', 'x', 'y')",decrease,3,"(3, 2, 6)",6,6,4,6,half,ADD,0,BUUxy,,,,,0,8,8,4,,,,,,space,1.15000891406,6,1,2.76657097893,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('SUBTRACT', 'THIRD', 'x', 'y')",third,2,"(3, 1)",1,1,2,9,0,SUBTRACT,0,BUxy,,,,,0,9,9,0,,,,,,space,0.600067822059,5,0,1.51669048879,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('INCREASE', 'TIMES', 'x', 'y')",TIMES,2,"(8, 9)",9,9,4,2,0,increase,0,UBxy,,,,,0,10,10,2,,,,,,space,0.550075572653,7,0,2.66657416131,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('DECREASE', 'HALF', 'TRIPLE', 'ADD', 'x', 'y')",half,4,"(4, 12, 6, 5)",5,5,2,2,triple,decrease,ADD,UUUBxy,,,,,0,11,11,16,,,,,,space,2.00011497585,5,1,3.54981105978,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
,,,,,,,,"('TRIPLE', 'HALF', 'TIMES', 'x', 'y')",half,3,"(6, 3, 9)",9,9,3,2,TIMES,triple,0,UUBxy,,,,,0,12,12,9,,,,,,space,1.99994456522,9,1,5.53290413582,2015_Jul_07_1404,60.0082342211,KRITL,001,31004,
