operationc,operationb,operationa,correctresponse,valuey,operationd,condition,valuex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_encoding.keys,practice_encoding.rt,practice_execution.keys,practice_execution.corr,practice_execution.rt,date,frameRate,expName,session,participant,
0,ADD,decrease,7,5,0,2,3,0,0,0,0,['space'],[0.2574912835948453],3,0,0.308720716762,2015_Jul_06_1318,360.016631146,KRITL,001,,
