operationc,operationb,operationa,correctresponse,valuey,operationd,condition,valuex,Rule,Operatora,Length,Intermediate,CorrectResponse,Result,Y,X,Operatorc,Operatorb,Operatord,Structure,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,practice_encoding.keys,practice_encoding.rt,practice_execution.keys,practice_execution.corr,practice_execution.rt,encoding.keys,encoding.rt,execution.keys,execution.corr,execution.rt,date,frameRate,expName,session,participant,
0,ADD,decrease,7,5,0,2,3,,,,,,,,,,,,,0,0,0,0,,,,,['space'],[3.0000427652848884],7,1,2.5333948012,,,,,,2017_Apr_14_1720,59.9900458925,KRITL,001,31035,
0,decrease,TIMES,8,3,0,2,3,,,,,,,,,,,,,0,1,1,1,,,,,['space'],[1.1667690181639045],8,1,1.91670301708,,,,,,2017_Apr_14_1720,59.9900458925,KRITL,001,31035,
increase,DIVIDE,double,9,8,triple,4,8,,,,,,,,,,,,,0,2,2,5,,,,,['space'],[3.66670087876264],9,1,4.41683387873,,,,,,2017_Apr_14_1720,59.9900458925,KRITL,001,31035,
increase,DIVIDE,triple,3,3,0,3,2,,,,,,,,,,,,,0,3,3,4,,,,,['space'],[1.7167498877970502],3,1,2.30001693498,,,,,,2017_Apr_14_1720,59.9900458925,KRITL,001,31035,
0,ADD,half,7,5,0,2,4,,,,,,,,,,,,,0,4,4,2,,,,,['space'],[1.0333557423437014],7,1,1.51671578968,,,,,,2017_Apr_14_1720,59.9900458925,KRITL,001,31035,
ADD,triple ,half,8,2,0,3,4,,,,,,,,,,,,,0,5,5,3,,,,,['space'],[1.3833458492299542],8,1,2.15006520273,,,,,,2017_Apr_14_1720,59.9900458925,KRITL,001,31035,
,,,,,,,,"('SUBTRACT', 'HALF', 'TRIPLE', 'x', 'y')",half,3,"(12, 6, 2)",2,2,4,4,triple,SUBTRACT,0,BUUxy,,,,,0,0,0,5,,,,,,space,1.75013242965,2,1,2.95001171762,2017_Apr_14_1720,59.9900458925,KRITL,001,31035,
,,,,,,,,"('ADD', 'DOUBLE', 'x', 'y')",double,2,"(4, 8)",8,8,4,2,0,ADD,0,BUxy,,,,,0,1,1,0,,,,,,space,1.4168019474,8,1,1.76689440582,2017_Apr_14_1720,59.9900458925,KRITL,001,31035,
,,,,,,,,"('INCREASE', 'DIVIDE', 'THIRD', 'x', 'y')",DIVIDE,3,"(3, 1, 2)",2,2,3,9,third,increase,0,UBUxy,,,,,0,2,2,7,,,,,,space,1.81679601723,2,1,2.61668408639,2017_Apr_14_1720,59.9900458925,KRITL,001,31035,
,,,,,,,,"('ADD', 'THIRD', 'INCREASE', 'HALF', 'x', 'y')",third,4,"(2, 3, 1, 7)",7,7,6,4,increase,ADD,half,BUUUxy,,,,,0,3,3,10,,,,,,space,1.93338117329,7,1,3.73339326167,2017_Apr_14_1720,59.9900458925,KRITL,001,31035,
,,,,,,,,"('DECREASE', 'ADD', 'DOUBLE', 'THIRD', 'x', 'y')",ADD,4,"(3, 6, 10, 9)",9,9,4,9,double,decrease ,third,UBUUxy,,,,,0,4,4,12,,,,,,space,2.88339089532,9,1,4.11671943893,2017_Apr_14_1720,59.9900458925,KRITL,001,31035,
,,,,,,,,"('DIVIDE', 'INCREASE', 'DOUBLE', 'THIRD', 'x', 'y')",increase,4,"(2, 4, 5, 1)",1,1,5,6,double,DIVIDE,third,BUUUxy,,,,,0,5,5,11,,,,,,space,2.75003178883,1,1,4.08341701073,2017_Apr_14_1720,59.9900458925,KRITL,001,31035,
,,,,,,,,"('DECREASE', 'TIMES', 'DOUBLE', 'THIRD', 'x', 'y')",TIMES,4,"(1, 2, 8, 7)",7,7,4,3,double,decrease,third,UBUUxy,,,,,0,6,6,13,,,,,,space,3.70004065556,7,1,2.9833973957,2017_Apr_14_1720,59.9900458925,KRITL,001,31035,
,,,,,,,,"('DIVIDE', 'DOUBLE', 'x', 'y')",double,2,"(12, 2)",2,2,6,6,0,DIVIDE,0,BUxy,,,,,0,7,7,1,,,,,,space,1.26675214013,2,1,1.88343765202,2017_Apr_14_1720,59.9900458925,KRITL,001,31035,
,,,,,,,,"('DECREASE', 'THIRD', 'TIMES', 'HALF', 'x', 'y')",third,4,"(2, 12, 4, 3)",3,3,6,4,TIMES,decrease,half,UUBUxy,,,,,0,8,8,14,,,,,,space,3.75000669993,3,1,8.38334271312,2017_Apr_14_1720,59.9900458925,KRITL,001,31035,
,,,,,,,,"('DECREASE', 'HALF', 'TRIPLE', 'DIVIDE', 'x', 'y')",half,4,"(4, 12, 6, 5)",5,5,2,8,triple,decrease,DIVIDE,UUUBxy,,,,,0,9,9,16,,,,,,space,3.11678757821,5,1,3.90007104736,2017_Apr_14_1720,59.9900458925,KRITL,001,31035,
,,,,,,,,"('DOUBLE', 'SUBTRACT', 'x', 'y')",SUBTRACT,2,"(1, 2)",2,2,7,8,0,double,0,UBxy,,,,,0,10,10,2,,,,,,space,1.06676793471,2,1,1.3168136935,2017_Apr_14_1720,59.9900458925,KRITL,001,31035,
,,,,,,,,"('DOUBLE', 'TRIPLE', 'SUBTRACT', 'x', 'y')",triple,3,"(1, 3, 6)",6,6,3,4,SUBTRACT,double,0,UUBxy,,,,,0,11,11,9,,,,,,space,1.31677092833,6,1,3.90009471076,2017_Apr_14_1720,59.9900458925,KRITL,001,31035,
,,,,,,,,"('DOUBLE', 'DECREASE', 'SUBTRACT', 'x', 'y')",decrease,3,"(5, 4, 8)",8,8,2,7,SUBTRACT,double,0,UUBxy,,,,,0,12,12,8,,,,,,space,1.73334679008,8,1,3.08338621969,2017_Apr_14_1720,59.9900458925,KRITL,001,31035,
,,,,,,,,"('HALF', 'SUBTRACT', 'TRIPLE', 'x', 'y')",SUBTRACT,3,"(9, 2, 1)",1,1,7,3,triple,half,0,UBUxy,,,,,0,13,13,6,,,,,,space,2.48344472249,1,1,1.8169827587,2017_Apr_14_1720,59.9900458925,KRITL,001,31035,
,,,,,,,,"('HALF', 'TIMES', 'x', 'y')",TIMES,2,"(16, 8)",8,8,4,4,0,half,0,UBxy,,,,,0,14,14,3,,,,,,space,1.1167593532,8,1,3.58344694623,2017_Apr_14_1720,59.9900458925,KRITL,001,31035,
,,,,,,,,"('DOUBLE', 'DECREASE', 'TRIPLE', 'DIVIDE', 'x', 'y')",decrease,4,"(1, 3, 2, 4)",4,4,4,4,triple,double,DIVIDE,UUUBxy,,,,,0,15,15,17,,,,,,space,3.400030563,4,1,2.71674190497,2017_Apr_14_1720,59.9900458925,KRITL,001,31035,
,,,,,,,,"('DIVIDE', 'DOUBLE', 'THIRD', 'x', 'y')",double,3,"(2, 4, 1)",1,1,4,6,third,DIVIDE,0,BUUxy,,,,,0,16,16,4,,,,,,space,2.45002625778,1,1,1.86677745706,2017_Apr_14_1720,59.9900458925,KRITL,001,31035,
,,,,,,,,"('DOUBLE', 'TRIPLE', 'DIVIDE', 'DECREASE', 'x', 'y')",triple,4,"(8, 1, 3, 6)",6,6,8,9,DIVIDE,double,decrease,UUBUxy,,,,,0,17,17,15,,,,,,space,2.46677226829,6,1,3.60001847462,2017_Apr_14_1720,59.9900458925,KRITL,001,31035,
,,,,,,,,"('TRIPLE', 'HALF', 'ADD', 'x', 'y')",half,3,"(6, 3, 9)",9,9,3,3,ADD,triple,0,UUBxy,,,,,0,0,0,8,,,,,,space,1.78340919886,9,1,3.86673241109,2017_Apr_14_1720,59.9900458925,KRITL,001,31035,
,,,,,,,,"('TRIPLE', 'DOUBLE', 'SUBTRACT', 'INCREASE', 'x', 'y')",double,4,"(5, 1, 2, 6)",6,6,4,4,SUBTRACT,triple,increase,UUBUxy,,,,,0,1,1,14,,,,,,space,3.28354091581,6,1,3.30006426189,2017_Apr_14_1720,59.9900458925,KRITL,001,31035,
,,,,,,,,"('ADD', 'HALF', 'x', 'y')",half,2,"(2, 7)",7,7,5,4,0,ADD,0,BUxy,,,,,0,2,2,0,,,,,,space,0.883419690654,7,1,1.51677138451,2017_Apr_14_1720,59.9900458925,KRITL,001,31035,
