Length	Participant	Chunks	Offset	encoding.rt	LogEncoding	EncodingSpeed
172	Length = 3	31011	Chunks = 2	3rd	2.381507854375	0.866099951343956	0.421276427509565
173	Length = 3	31012	Chunks = 2	3rd	2.66118459211	0.978771359040937	0.37577250483294
174	Length = 3	31013	Chunks = 2	3rd	2.62481955008	0.965012150854024	0.380978570496216
175	Length = 3	31014	Chunks = 2	3rd	5.465637610715	1.69846522947912	0.182966963006324
176	Length = 3	31015	Chunks = 2	3rd	2.80751935903	1.03216283887173	0.356284975752505
177	Length = 3	31016	Chunks = 2	3rd	4.30633423402	1.46008701646399	0.232216067229527
178	Length = 3	31017	Chunks = 2	3rd	1.26233885955	0.228499385229083	0.799289131123125
179	Length = 3	31018	Chunks = 2	3rd	3.05020856074	1.11520996885197	0.327846434132817
180	Length = 3	31019	Chunks = 2	3rd	1.586291370505	0.458765069777438	0.633730610667731
181	Length = 3	31020	Chunks = 2	3rd	5.544247107825	1.71261857032858	0.180418467358326
182	Length = 3	31021	Chunks = 2	3rd	2.09463047533	0.739377153725906	0.477411176710037
183	Length = 3	31022	Chunks = 2	3rd	5.65193628602	1.7319981919385	0.17693051538346
184	Length = 3	31023	Chunks = 2	3rd	3.29716659067	1.19306349076882	0.303290711130491
185	Length = 3	31024	Chunks = 2	3rd	1.68314411391	0.520663540722736	0.594126190226793
186	Length = 3	31025	Chunks = 2	3rd	2.236555315	0.800871354916037	0.450766490311124
187	Length = 3	31026	Chunks = 2	3rd	2.79553908549	1.02628482093629	0.358959870201022
188	Length = 3	31027	Chunks = 2	3rd	1.82266510489	0.600299773329656	0.548647141659274
189	Length = 3	31028	Chunks = 2	3rd	1.91107742907	0.647667182004041	0.523265036145938
190	Length = 4	31002	Chunks = 3	3rd	4.18220295629	1.43083813074468	0.239108434107916
191	Length = 4	31003	Chunks = 3	3rd	3.332113656545	1.2034319799178	0.300214780494036
192	Length = 4	31004	Chunks = 3	3rd	1.69997909218	0.530615952268893	0.588242528746416
193	Length = 4	31005	Chunks = 3	3rd	8.23806353307	2.10851957475242	0.121447423126643
194	Length = 4	31006	Chunks = 3	3rd	3.19984238729	1.16310155462079	0.312515392624359
195	Length = 4	31007	Chunks = 3	3rd	5.13504571032	1.63605548914388	0.194753186331212
196	Length = 4	31008	Chunks = 3	3rd	3.683141632795	1.30252586925889	0.272181638767616
197	Length = 4	31009	Chunks = 3	3rd	5.18465613114	1.64533459155265	0.193019190272307
198	Length = 4	31010	Chunks = 3	3rd	6.21307307453	1.82665563256559	0.160950947784506
199	Length = 4	31011	Chunks = 3	3rd	6.51388737724	1.8739364173647	0.153518159293646
200	Length = 4	31012	Chunks = 3	3rd	3.34864714394	1.18041541113041	0.315917430439013
201	Length = 4	31013	Chunks = 3	3rd	4.439455092855	1.49013114851333	0.225433366724702
202	Length = 4	31014	Chunks = 3	3rd	7.987471132395	2.07787307961817	0.125196352561376
203	Length = 4	31015	Chunks = 3	3rd	5.04505729057	1.61801416322447	0.198370394448241
204	Length = 4	31016	Chunks = 3	3rd	6.43983410331	1.86250277942887	0.155283503263851
205	Length = 4	31017	Chunks = 3	3rd	3.37979888264	1.21781620554709	0.295875593407762
206	Length = 4	31018	Chunks = 3	3rd	4.14799570665	1.42262525532576	0.241080288100785
207	Length = 4	31019	Chunks = 3	3rd	4.385964924585	1.47818819023125	0.228101008674655
208	Length = 4	31020	Chunks = 3	3rd	7.18321813119	1.9717474903317	0.139213369514415
209	Length = 4	31021	Chunks = 3	3rd	2.843855568675	1.04502528430859	0.351730562990011
210	Length = 4	31022	Chunks = 3	3rd	9.66025486822	2.26755025088717	0.103614243817219
211	Length = 4	31023	Chunks = 3	3rd	7.521208486895	2.01617049281669	0.133371853963835
212	Length = 4	31024	Chunks = 3	3rd	4.375629628055	1.46836199003622	0.232079903346908
213	Length = 4	31025	Chunks = 3	3rd	3.82900515781	1.34260501953264	0.261164443187105
214	Length = 4	31026	Chunks = 3	3rd	4.283936571215	1.45485480039799	0.23343835189966
215	Length = 4	31027	Chunks = 3	3rd	4.46707876032	1.49673467380622	0.223859943747301
216	Length = 4	31028	Chunks = 3	3rd	2.33686872275	0.845875391022101	0.430443631284035
217	Length = 4	31002	Chunks = 2	4th	4.75991257789	1.56022930208518	0.210087892085465
218	Length = 4	31003	Chunks = 2	4th	2.74281308761	1.00898406804058	0.364589189295202
219	Length = 4	31004	Chunks = 2	4th	2.049935788045	0.717676249629401	0.487949174335981
220	Length = 4	31005	Chunks = 2	4th	8.297147692635	2.10512333214108	0.123152129821869
221	Length = 4	31006	Chunks = 2	4th	2.70821149943	0.996170096956059	0.369334795948267
222	Length = 4	31007	Chunks = 2	4th	5.477984574365	1.70059484977251	0.182600888568193
223	Length = 4	31008	Chunks = 2	4th	3.433073109235	1.23345581012894	0.291284213432196
224	Length = 4	31009	Chunks = 2	4th	2.99438973544	1.09674044968342	0.333957863989625
225	Length = 4	31010	Chunks = 2	4th	4.749279609415	1.55799199890152	0.210558647874599
226	Length = 4	31011	Chunks = 2	4th	6.30752933297	1.84174405201295	0.158540681653736
227	Length = 4	31012	Chunks = 2	4th	8.045107349415	2.07915485331223	0.125776899211134
228	Length = 4	31013	Chunks = 2	4th	2.98048533636	1.09208615180666	0.335515826164499
229	Length = 4	31014	Chunks = 2	4th	6.02349689809	1.7956679707566	0.16601652112033
230	Length = 4	31015	Chunks = 2	4th	5.04343854016	1.61784939664115	0.198372105004125
231	Length = 4	31016	Chunks = 2	4th	6.885915754695	1.92941022474562	0.145243691103433
232	Length = 4	31017	Chunks = 2	4th	3.09523219656	1.12986292644363	0.323077538774437
233	Length = 4	31018	Chunks = 2	4th	4.18504406565	1.43030518834179	0.239526039558516
234	Length = 4	31019	Chunks = 2	4th	4.045720454045	1.39504983356204	0.248468296093567
235	Length = 4	31020	Chunks = 2	4th	7.187096951425	1.97228473714004	0.139138958183998
236	Length = 4	31021	Chunks = 2	4th	3.22325430339	1.17039150241689	0.310245455640366
237	Length = 4	31022	Chunks = 2	4th	10.2790766271	2.33011043372622	0.0972850029509048
238	Length = 4	31023	Chunks = 2	4th	7.625653338075	2.03026163005984	0.131466231158667
239	Length = 4	31024	Chunks = 2	4th	2.50124569502	0.916788885782891	0.399800788059729
240	Length = 4	31025	Chunks = 2	4th	6.22952692736	1.82930039530302	0.160525833126752
241	Length = 4	31026	Chunks = 2	4th	3.96881387928	1.3779763617694	0.252211957339785
242	Length = 4	31027	Chunks = 2	4th	4.39475600721	1.47430679056271	0.230339362700511
243	Length = 4	31028	Chunks = 2	4th	2.29970225108	0.829646516327775	0.437572280546538
